"Fecha","ID","Producto","Tipo","Ventas","Unidades"
2025-08-17,454,"Empanada de Piangua","Comida",15730,4
2025-08-17,455,"Marranita","Comida",31676,3
2025-08-17,456,"Artesanias en cana","Artesanias",51006,5
2025-08-17,457,"Tomaseca","Bebida",148160,1
2025-08-17,458,"Aborrajado","Comida",30127,2
2025-08-17,459,"Aborrajado","Comida",28560,1
2025-08-17,460,"Artesanias en cana","Artesanias",30369,1
2025-08-17,461,"Viche","Bebida",202741,1
2025-08-17,462,"Marimba de Chonta","Artesanias",344612,2
2025-08-17,463,"Empanada de Piangua","Comida",17439,5
2025-08-17,464,"Aborrajado","Comida",31525,2
2025-08-17,465,"Marranita","Comida",37692,1
2025-08-17,466,"Marimba de Chonta","Artesanias",260643,4
2025-08-17,467,"Tomaseca","Bebida",183716,4
2025-08-17,468,"Empanada de Piangua","Comida",15723,1
2025-08-17,469,"Panuelos","Artesanias",44691,2
2025-08-17,470,"Aborrajado","Comida",30718,2
2025-08-17,471,"Aborrajado","Comida",34151,5
2025-08-17,472,"Tomaseca","Bebida",233635,4
2025-08-17,473,"Empanada de Piangua","Comida",18255,5
2025-08-17,474,"Limonada de Cana","Bebida",16003,4
2025-08-17,475,"Encocado de Camarones","Comida",17800,5
2025-08-17,476,"Sombrero de Palma","Artesanias",268239,5
2025-08-17,477,"Panuelos","Artesanias",32961,4
2025-08-17,478,"Empanada de Piangua","Comida",13706,4
2025-08-17,479,"Artesanias en cana","Artesanias",62369,1
2025-08-17,480,"Aborrajado","Comida",34073,2
2025-08-17,481,"Curao","Bebida",181768,5
2025-08-17,482,"Curao","Bebida",201007,5
2025-08-17,483,"Empanada de Piangua","Comida",15148,3
2025-08-17,484,"Tomaseca","Bebida",172454,3
2025-08-17,485,"Empanada de Piangua","Comida",17948,3
2025-08-17,486,"Marimba de Chonta","Artesanias",375512,3
2025-08-17,487,"Panuelos","Artesanias",49661,1
2025-08-17,488,"Marranita","Comida",31459,3
2025-08-17,489,"Marimba de Chonta","Artesanias",262314,4
2025-08-17,490,"Aborrajado","Comida",33630,4
2025-08-17,491,"Sombrero de Palma","Artesanias",256540,5
2025-08-17,492,"Aborrajado","Comida",33551,3
2025-08-17,493,"Tomaseca","Bebida",212716,4
2025-08-17,494,"Curao","Bebida",165235,2
2025-08-17,495,"Marranita","Comida",34437,3
2025-08-17,496,"Marranita","Comida",35729,1
2025-08-17,497,"Empanada de Piangua","Comida",16647,2
2025-08-17,498,"Viche","Bebida",153931,4
2025-08-17,499,"Viche","Bebida",198557,3
2025-08-17,500,"Marranita","Comida",31616,3
2025-08-17,501,"Encocado de Camarones","Comida",27221,2
2025-08-17,502,"Limonada de Cana","Bebida",17709,2
2025-08-17,503,"Limonada de Cana","Bebida",16113,1
2025-08-17,504,"Panuelos","Artesanias",46136,4
2025-08-17,505,"Viche","Bebida",194938,5
2025-08-17,506,"Panuelos","Artesanias",16217,5
2025-08-17,507,"Marimba de Chonta","Artesanias",342398,1
2025-08-17,508,"Marimba de Chonta","Artesanias",259845,3
2025-08-17,509,"Encocado de Camarones","Comida",24765,1
2025-08-17,510,"Viche","Bebida",154607,2
2025-08-17,511,"Panuelos","Artesanias",36259,4
2025-08-17,512,"Marimba de Chonta","Artesanias",340117,1
2025-08-17,513,"Panuelos","Artesanias",34214,2
2025-08-17,514,"Tomaseca","Bebida",166243,1
2025-08-17,515,"Marimba de Chonta","Artesanias",251749,3
2025-08-17,516,"Curao","Bebida",216209,1
2025-08-17,517,"Aborrajado","Comida",31443,3
2025-08-17,518,"Empanada de Piangua","Comida",16283,3
2025-08-17,519,"Limonada de Cana","Bebida",16729,2
2025-08-17,520,"Panuelos","Artesanias",58913,3
2025-08-17,521,"Panuelos","Artesanias",37180,2
2025-08-17,522,"Viche","Bebida",137727,1
2025-08-17,523,"Curao","Bebida",232438,1
2025-08-17,524,"Panuelos","Artesanias",55523,5
2025-08-17,525,"Viche","Bebida",127649,5
2025-08-17,526,"Tomaseca","Bebida",172617,3
2025-08-17,527,"Sombrero de Palma","Artesanias",291825,5
2025-08-17,528,"Viche","Bebida",120817,3
2025-08-17,529,"Panuelos","Artesanias",22861,3
2025-08-17,530,"Artesanias en cana","Artesanias",61605,3
2025-08-17,531,"Viche","Bebida",130024,3
2025-08-17,532,"Empanada de Piangua","Comida",12773,2
2025-08-17,533,"Limonada de Cana","Bebida",18381,2
2025-08-17,534,"Sombrero de Palma","Artesanias",274142,2
2025-08-17,535,"Marranita","Comida",28871,3
2025-08-17,536,"Aborrajado","Comida",31547,1
2025-08-17,537,"Empanada de Piangua","Comida",17209,2
2025-08-17,538,"Marranita","Comida",33661,2
2025-08-17,539,"Marimba de Chonta","Artesanias",276517,3
2025-08-17,540,"Encocado de Camarones","Comida",24086,5
2025-08-17,541,"Aborrajado","Comida",30416,5
2025-08-17,542,"Marranita","Comida",30771,4
2025-08-17,543,"Sombrero de Palma","Artesanias",302519,1
2025-08-17,544,"Encocado de Camarones","Comida",27268,3
2025-08-17,545,"Limonada de Cana","Bebida",18701,5
2025-08-17,546,"Limonada de Cana","Bebida",18083,1
2025-08-17,547,"Limonada de Cana","Bebida",16631,4
2025-08-17,548,"Aborrajado","Comida",30397,2
2025-08-17,549,"Encocado de Camarones","Comida",22264,3
2025-08-17,550,"Viche","Bebida",125893,4
2025-08-17,551,"Marimba de Chonta","Artesanias",283095,2
2025-08-17,552,"Empanada de Piangua","Comida",13245,1
2025-08-17,553,"Curao","Bebida",157604,4
2025-08-17,554,"Sombrero de Palma","Artesanias",262791,3
2025-08-17,555,"Artesanias en cana","Artesanias",29270,2
2025-08-17,556,"Panuelos","Artesanias",36728,2
2025-08-17,557,"Aborrajado","Comida",32552,4
2025-08-17,558,"Tomaseca","Bebida",218713,5
2025-08-17,559,"Empanada de Piangua","Comida",16534,3
2025-08-17,560,"Empanada de Piangua","Comida",15397,4
2025-08-17,561,"Encocado de Camarones","Comida",19528,5
2025-08-17,562,"Encocado de Camarones","Comida",20615,2
2025-08-17,563,"Tomaseca","Bebida",218641,2
2025-08-17,564,"Limonada de Cana","Bebida",16807,4
2025-08-17,565,"Artesanias en cana","Artesanias",30925,1
2025-08-17,566,"Limonada de Cana","Bebida",18353,3
2025-08-17,567,"Tomaseca","Bebida",221641,2
2025-08-17,568,"Sombrero de Palma","Artesanias",304253,5
2025-08-17,569,"Marranita","Comida",34064,4
2025-08-17,570,"Tomaseca","Bebida",214412,1
2025-08-17,571,"Viche","Bebida",177967,2
2025-08-17,572,"Marranita","Comida",29383,5
2025-08-17,573,"Artesanias en cana","Artesanias",31487,2
2025-08-17,574,"Curao","Bebida",264604,4
2025-08-17,575,"Curao","Bebida",273664,4
2025-08-17,576,"Sombrero de Palma","Artesanias",274764,3
2025-08-17,577,"Empanada de Piangua","Comida",17702,2
2025-08-17,578,"Marranita","Comida",35571,4
2025-08-17,579,"Viche","Bebida",130298,4
2025-08-17,580,"Sombrero de Palma","Artesanias",305268,3
2025-08-17,581,"Aborrajado","Comida",32772,4
2025-08-17,582,"Curao","Bebida",198246,4
2025-08-17,583,"Limonada de Cana","Bebida",18193,1
2025-08-17,584,"Aborrajado","Comida",29097,2
2025-08-17,585,"Tomaseca","Bebida",132871,2
2025-08-17,586,"Tomaseca","Bebida",247398,3
2025-08-17,587,"Tomaseca","Bebida",237289,2
2025-08-17,588,"Curao","Bebida",311806,4
2025-08-17,589,"Limonada de Cana","Bebida",17109,3
2025-08-17,590,"Empanada de Piangua","Comida",15312,5
2025-08-17,591,"Limonada de Cana","Bebida",17432,4
2025-08-17,592,"Marranita","Comida",31227,3
2025-08-17,593,"Limonada de Cana","Bebida",17558,5
2025-08-17,594,"Aborrajado","Comida",31550,3
2025-08-17,595,"Tomaseca","Bebida",204658,4
2025-08-17,596,"Marimba de Chonta","Artesanias",348693,3
2025-08-17,597,"Marimba de Chonta","Artesanias",260281,3
2025-08-17,598,"Aborrajado","Comida",29084,5
2025-08-17,599,"Viche","Bebida",208619,1
2025-08-17,600,"Marimba de Chonta","Artesanias",296805,1
2025-08-17,601,"Sombrero de Palma","Artesanias",275543,3
2025-08-17,602,"Encocado de Camarones","Comida",27187,5
2025-08-17,603,"Curao","Bebida",292963,4
2025-08-17,604,"Marranita","Comida",33002,5
2025-08-17,605,"Encocado de Camarones","Comida",18133,4
2025-08-17,606,"Sombrero de Palma","Artesanias",305120,5
2025-08-17,607,"Sombrero de Palma","Artesanias",273743,5
2025-08-17,608,"Curao","Bebida",248743,1
2025-08-17,609,"Limonada de Cana","Bebida",18535,1
2025-08-17,610,"Marimba de Chonta","Artesanias",289928,4
2025-08-17,611,"Tomaseca","Bebida",188052,2
2025-08-17,612,"Marimba de Chonta","Artesanias",363160,1
2025-08-17,613,"Curao","Bebida",222693,4
2025-08-17,614,"Aborrajado","Comida",29929,2
2025-08-17,615,"Marranita","Comida",32395,3
2025-08-17,616,"Aborrajado","Comida",32122,2
2025-08-17,617,"Curao","Bebida",178266,4
2025-08-17,618,"Limonada de Cana","Bebida",17935,5
2025-08-17,619,"Aborrajado","Comida",29156,2
2025-08-17,620,"Sombrero de Palma","Artesanias",257577,2
2025-08-17,621,"Curao","Bebida",300703,3
2025-08-17,622,"Artesanias en cana","Artesanias",29040,1
2025-08-17,623,"Aborrajado","Comida",31676,5
2025-08-17,624,"Artesanias en cana","Artesanias",24454,5
2025-08-17,625,"Curao","Bebida",194030,5
2025-08-17,626,"Artesanias en cana","Artesanias",21202,1
2025-08-17,627,"Tomaseca","Bebida",171728,5
2025-08-17,628,"Curao","Bebida",260687,4
2025-08-17,629,"Marranita","Comida",36285,3
2025-08-17,630,"Marranita","Comida",29879,1
2025-08-17,631,"Limonada de Cana","Bebida",15764,5
2025-08-17,632,"Marranita","Comida",31321,5
2025-08-17,633,"Marimba de Chonta","Artesanias",258268,4
2025-08-17,634,"Panuelos","Artesanias",50726,1
2025-08-17,635,"Limonada de Cana","Bebida",16107,3
2025-08-17,636,"Marimba de Chonta","Artesanias",351527,4
2025-08-17,637,"Sombrero de Palma","Artesanias",309409,1
2025-08-17,638,"Marranita","Comida",29276,3
2025-08-17,639,"Viche","Bebida",193021,2
2025-08-17,640,"Limonada de Cana","Bebida",16484,2
2025-08-17,641,"Panuelos","Artesanias",59237,1
2025-08-17,642,"Empanada de Piangua","Comida",18010,2
2025-08-17,643,"Tomaseca","Bebida",211751,2
2025-08-17,644,"Aborrajado","Comida",30162,3
2025-08-17,645,"Aborrajado","Comida",32527,1
2025-08-17,646,"Marranita","Comida",35015,2
2025-08-17,647,"Panuelos","Artesanias",47830,3
2025-08-17,648,"Empanada de Piangua","Comida",13056,3
2025-08-17,649,"Artesanias en cana","Artesanias",60993,5
2025-08-17,650,"Curao","Bebida",171090,1
2025-08-17,651,"Aborrajado","Comida",34079,2
2025-08-17,652,"Sombrero de Palma","Artesanias",302293,5
2025-08-17,653,"Encocado de Camarones","Comida",18507,1
2025-08-17,654,"Sombrero de Palma","Artesanias",300735,1
2025-08-17,655,"Aborrajado","Comida",28943,2
2025-08-17,656,"Marranita","Comida",36278,4
2025-08-17,657,"Panuelos","Artesanias",52146,1
2025-08-17,658,"Curao","Bebida",243254,3
2025-08-17,659,"Curao","Bebida",208789,2
2025-08-17,660,"Tomaseca","Bebida",198004,3
2025-08-17,661,"Artesanias en cana","Artesanias",59145,5
2025-08-17,662,"Viche","Bebida",184448,2
2025-08-17,663,"Aborrajado","Comida",31384,5
2025-08-17,664,"Aborrajado","Comida",30111,2
2025-08-17,665,"Viche","Bebida",147353,5
2025-08-17,666,"Sombrero de Palma","Artesanias",260809,2
2025-08-17,667,"Tomaseca","Bebida",214170,3
2025-08-17,668,"Artesanias en cana","Artesanias",36435,5
2025-08-17,669,"Sombrero de Palma","Artesanias",260894,2
2025-08-17,670,"Tomaseca","Bebida",142408,1
2025-08-17,671,"Tomaseca","Bebida",206514,2
2025-08-17,672,"Aborrajado","Comida",29021,2
2025-08-17,673,"Empanada de Piangua","Comida",14850,4
2025-08-17,674,"Encocado de Camarones","Comida",24447,5
2025-08-17,675,"Panuelos","Artesanias",38622,2
2025-08-17,676,"Encocado de Camarones","Comida",23565,4
2025-08-17,677,"Tomaseca","Bebida",208811,5
2025-08-17,678,"Tomaseca","Bebida",242315,1
2025-08-17,679,"Limonada de Cana","Bebida",18679,4
2025-08-17,680,"Encocado de Camarones","Comida",22214,1
2025-08-17,681,"Viche","Bebida",129044,1
2025-08-17,682,"Curao","Bebida",181885,3
2025-08-17,683,"Aborrajado","Comida",29031,1
2025-08-17,684,"Empanada de Piangua","Comida",17304,1
2025-08-17,685,"Limonada de Cana","Bebida",18328,4
2025-08-17,686,"Marimba de Chonta","Artesanias",266643,4
2025-08-17,687,"Marranita","Comida",33093,4
2025-08-17,688,"Empanada de Piangua","Comida",17794,1
2025-08-17,689,"Empanada de Piangua","Comida",16207,4
2025-08-17,690,"Tomaseca","Bebida",224113,1
2025-08-17,691,"Artesanias en cana","Artesanias",35069,1
2025-08-17,692,"Limonada de Cana","Bebida",17988,3
2025-08-17,693,"Marimba de Chonta","Artesanias",325710,5
2025-08-17,694,"Marimba de Chonta","Artesanias",330212,2
2025-08-17,695,"Tomaseca","Bebida",211409,1
2025-08-17,696,"Encocado de Camarones","Comida",16945,5
2025-08-17,697,"Marimba de Chonta","Artesanias",367721,2
2025-08-17,698,"Artesanias en cana","Artesanias",58124,2
2025-08-17,699,"Aborrajado","Comida",31104,1
2025-08-17,700,"Marimba de Chonta","Artesanias",358677,4
2025-08-17,701,"Aborrajado","Comida",33809,2
2025-08-17,702,"Sombrero de Palma","Artesanias",277431,3
2025-08-17,703,"Sombrero de Palma","Artesanias",301790,3
2025-08-17,704,"Sombrero de Palma","Artesanias",267378,3
2025-08-17,705,"Panuelos","Artesanias",34092,3
2025-08-17,706,"Marranita","Comida",32028,4
2025-08-17,707,"Marranita","Comida",31971,4
2025-08-17,708,"Sombrero de Palma","Artesanias",303685,4
2025-08-17,709,"Limonada de Cana","Bebida",17479,3
2025-08-17,710,"Aborrajado","Comida",29285,4
2025-08-17,711,"Marimba de Chonta","Artesanias",376458,2
2025-08-17,712,"Marimba de Chonta","Artesanias",338983,5
2025-08-17,713,"Panuelos","Artesanias",41641,4
2025-08-17,714,"Artesanias en cana","Artesanias",33966,4
2025-08-17,715,"Curao","Bebida",255497,4
2025-08-17,716,"Limonada de Cana","Bebida",17988,4
2025-08-17,717,"Encocado de Camarones","Comida",25242,1
2025-08-17,718,"Aborrajado","Comida",31956,5
2025-08-17,719,"Sombrero de Palma","Artesanias",276542,1
2025-08-17,720,"Viche","Bebida",202788,3
2025-08-17,721,"Sombrero de Palma","Artesanias",277918,3
2025-08-17,722,"Tomaseca","Bebida",177452,2
2025-08-17,723,"Artesanias en cana","Artesanias",38459,3
2025-08-17,724,"Panuelos","Artesanias",41085,5
2025-08-17,725,"Marimba de Chonta","Artesanias",360113,1
2025-08-17,726,"Panuelos","Artesanias",30074,4
2025-08-17,727,"Aborrajado","Comida",32452,1
2025-08-17,728,"Panuelos","Artesanias",24501,4
2025-08-17,729,"Limonada de Cana","Bebida",17250,1
2025-08-17,730,"Marimba de Chonta","Artesanias",262003,1
2025-08-17,731,"Aborrajado","Comida",33099,5
2025-08-17,732,"Curao","Bebida",158543,4
2025-08-17,733,"Marimba de Chonta","Artesanias",316851,2
2025-08-17,734,"Aborrajado","Comida",33065,1
2025-08-17,735,"Viche","Bebida",121234,1
2025-08-17,736,"Viche","Bebida",192723,4
2025-08-17,737,"Panuelos","Artesanias",62658,3
2025-08-17,738,"Marimba de Chonta","Artesanias",288398,1
2025-08-17,739,"Tomaseca","Bebida",202770,4
2025-08-17,740,"Panuelos","Artesanias",61445,5
2025-08-17,741,"Artesanias en cana","Artesanias",51889,5
2025-08-17,742,"Viche","Bebida",141045,2
2025-08-17,743,"Limonada de Cana","Bebida",18051,5
2025-08-17,744,"Sombrero de Palma","Artesanias",313794,1
2025-08-17,745,"Aborrajado","Comida",29405,2
2025-08-17,746,"Marranita","Comida",31114,3
2025-08-17,747,"Tomaseca","Bebida",231364,2
2025-08-17,748,"Aborrajado","Comida",30787,5
2025-08-17,749,"Sombrero de Palma","Artesanias",273400,4
2025-08-17,750,"Sombrero de Palma","Artesanias",252682,3
2025-08-17,751,"Aborrajado","Comida",30545,1
2025-08-17,752,"Encocado de Camarones","Comida",26807,2
2025-08-17,753,"Encocado de Camarones","Comida",15843,2
2025-08-17,754,"Limonada de Cana","Bebida",17998,2
2025-08-17,755,"Tomaseca","Bebida",192048,3
2025-08-17,756,"Marranita","Comida",37152,5
2025-08-17,757,"Curao","Bebida",292843,4
2025-08-17,758,"Marimba de Chonta","Artesanias",371105,1
2025-08-17,759,"Marimba de Chonta","Artesanias",360100,5
2025-08-17,760,"Sombrero de Palma","Artesanias",282536,2
2025-08-17,761,"Curao","Bebida",184316,5
2025-08-17,762,"Viche","Bebida",162775,1
2025-08-17,763,"Sombrero de Palma","Artesanias",303415,3
2025-08-17,764,"Limonada de Cana","Bebida",18387,3
2025-08-17,765,"Aborrajado","Comida",29741,2
2025-08-17,766,"Marranita","Comida",31089,1
2025-08-17,767,"Curao","Bebida",176186,2
2025-08-17,768,"Aborrajado","Comida",28550,4
2025-08-17,769,"Artesanias en cana","Artesanias",43089,2
2025-08-17,770,"Limonada de Cana","Bebida",16072,5
2025-08-17,771,"Panuelos","Artesanias",54031,5
2025-08-17,772,"Encocado de Camarones","Comida",19170,4
2025-08-17,773,"Marranita","Comida",29342,1
2025-08-17,774,"Tomaseca","Bebida",131331,4
2025-08-17,775,"Encocado de Camarones","Comida",26788,2
2025-08-17,776,"Viche","Bebida",214776,2
2025-08-17,777,"Aborrajado","Comida",30639,5
2025-08-17,778,"Viche","Bebida",179686,3
2025-08-17,779,"Marimba de Chonta","Artesanias",262100,3
2025-08-17,780,"Marranita","Comida",28396,1
2025-08-17,781,"Viche","Bebida",167830,4
2025-08-17,782,"Marranita","Comida",33382,5
2025-08-17,783,"Sombrero de Palma","Artesanias",283956,3
2025-08-17,784,"Empanada de Piangua","Comida",14690,4
2025-08-17,785,"Viche","Bebida",166589,3
2025-08-17,786,"Panuelos","Artesanias",47327,2
2025-08-17,787,"Panuelos","Artesanias",50607,4
2025-08-17,788,"Curao","Bebida",240047,3
2025-08-17,789,"Empanada de Piangua","Comida",15924,4
2025-08-17,790,"Tomaseca","Bebida",174722,1
2025-08-17,791,"Curao","Bebida",192632,1
2025-08-17,792,"Panuelos","Artesanias",36916,1
2025-08-17,793,"Sombrero de Palma","Artesanias",272898,2
2025-08-17,794,"Encocado de Camarones","Comida",20621,1
2025-08-17,795,"Limonada de Cana","Bebida",16901,5
2025-08-17,796,"Encocado de Camarones","Comida",20480,4
2025-08-17,797,"Encocado de Camarones","Comida",16559,4
2025-08-17,798,"Marimba de Chonta","Artesanias",304476,4
2025-08-17,799,"Marranita","Comida",34381,5
2025-08-17,800,"Aborrajado","Comida",31698,1
2025-08-17,801,"Tomaseca","Bebida",229482,3
2025-08-17,802,"Artesanias en cana","Artesanias",28362,3
2025-08-17,803,"Tomaseca","Bebida",249676,2
2025-08-17,804,"Curao","Bebida",198164,3
2025-08-17,805,"Marimba de Chonta","Artesanias",334896,4
2025-08-17,806,"Marimba de Chonta","Artesanias",316314,5
2025-08-17,807,"Encocado de Camarones","Comida",18095,5
2025-08-17,808,"Marranita","Comida",36715,2
2025-08-17,809,"Empanada de Piangua","Comida",12808,2
2025-08-17,810,"Limonada de Cana","Bebida",18083,1
2025-08-17,811,"Marranita","Comida",37620,1
2025-08-17,812,"Marranita","Comida",36922,2
2025-08-17,813,"Tomaseca","Bebida",246069,3
2025-08-17,814,"Empanada de Piangua","Comida",15252,2
2025-08-17,815,"Panuelos","Artesanias",44949,2
2025-08-17,816,"Sombrero de Palma","Artesanias",299230,5
2025-08-17,817,"Curao","Bebida",262188,5
2025-08-17,818,"Sombrero de Palma","Artesanias",272602,3
2025-08-17,819,"Aborrajado","Comida",29467,3
2025-08-17,820,"Panuelos","Artesanias",61263,3
2025-08-17,821,"Empanada de Piangua","Comida",14508,5
2025-08-17,822,"Panuelos","Artesanias",52844,5
2025-08-17,823,"Panuelos","Artesanias",49385,2
2025-08-17,824,"Marranita","Comida",33737,5
2025-08-17,825,"Panuelos","Artesanias",18277,1
2025-08-17,826,"Sombrero de Palma","Artesanias",274846,4
2025-08-17,827,"Encocado de Camarones","Comida",18846,3
2025-08-17,828,"Marranita","Comida",37324,4
2025-08-17,829,"Encocado de Camarones","Comida",22016,1
2025-08-17,830,"Curao","Bebida",161242,3
2025-08-17,831,"Marranita","Comida",37199,5
2025-08-17,832,"Encocado de Camarones","Comida",19012,4
2025-08-17,833,"Marranita","Comida",37192,2
2025-08-17,834,"Empanada de Piangua","Comida",15189,2
2025-08-17,835,"Encocado de Camarones","Comida",26703,1
2025-08-17,836,"Artesanias en cana","Artesanias",33944,5
2025-08-17,837,"Sombrero de Palma","Artesanias",296808,4
2025-08-17,838,"Artesanias en cana","Artesanias",50955,2
2025-08-17,839,"Encocado de Camarones","Comida",25299,5
2025-08-17,840,"Limonada de Cana","Bebida",17102,1
2025-08-17,841,"Viche","Bebida",129691,1
2025-08-17,842,"Panuelos","Artesanias",20106,3
2025-08-17,843,"Artesanias en cana","Artesanias",43171,2
2025-08-17,844,"Limonada de Cana","Bebida",18450,4
2025-08-17,845,"Aborrajado","Comida",32417,4
2025-08-17,846,"Encocado de Camarones","Comida",25402,1
2025-08-17,847,"Artesanias en cana","Artesanias",24457,5
2025-08-17,848,"Sombrero de Palma","Artesanias",259886,2
2025-08-17,849,"Marranita","Comida",36093,3
2025-08-17,850,"Encocado de Camarones","Comida",21303,5
2025-08-17,851,"Sombrero de Palma","Artesanias",283623,3
2025-08-17,852,"Aborrajado","Comida",31001,5
2025-08-17,853,"Marimba de Chonta","Artesanias",350025,4
2025-08-17,854,"Marimba de Chonta","Artesanias",288414,4
2025-08-17,855,"Marranita","Comida",35964,1
2025-08-17,856,"Encocado de Camarones","Comida",18356,5
2025-08-17,857,"Empanada de Piangua","Comida",18460,1
2025-08-17,858,"Aborrajado","Comida",33636,4
2025-08-17,859,"Viche","Bebida",182394,1
2025-08-17,860,"Curao","Bebida",163661,3
2025-08-17,861,"Sombrero de Palma","Artesanias",307115,1
2025-08-17,862,"Marimba de Chonta","Artesanias",300864,5
2025-08-17,863,"Marimba de Chonta","Artesanias",332543,2
2025-08-17,864,"Sombrero de Palma","Artesanias",289457,1
2025-08-17,865,"Limonada de Cana","Bebida",17231,3
2025-08-17,866,"Sombrero de Palma","Artesanias",273498,2
2025-08-17,867,"Limonada de Cana","Bebida",18020,1
2025-08-17,868,"Encocado de Camarones","Comida",25418,5
2025-08-17,869,"Tomaseca","Bebida",174797,2
2025-08-17,870,"Marranita","Comida",29097,1
2025-08-17,871,"Marimba de Chonta","Artesanias",330378,5
2025-08-17,872,"Tomaseca","Bebida",221119,2
2025-08-17,873,"Sombrero de Palma","Artesanias",301027,1
2025-08-17,874,"Panuelos","Artesanias",38195,1
2025-08-17,875,"Marimba de Chonta","Artesanias",302582,4
2025-08-17,876,"Encocado de Camarones","Comida",28154,5
2025-08-17,877,"Panuelos","Artesanias",33765,4
2025-08-17,878,"Empanada de Piangua","Comida",18714,3
2025-08-17,879,"Artesanias en cana","Artesanias",49334,5
2025-08-17,880,"Tomaseca","Bebida",158248,2
2025-08-17,881,"Marimba de Chonta","Artesanias",347949,1
2025-08-17,882,"Encocado de Camarones","Comida",18083,2
2025-08-17,883,"Marranita","Comida",31208,4
2025-08-17,884,"Viche","Bebida",196772,4
2025-08-17,885,"Sombrero de Palma","Artesanias",298900,4
2025-08-17,886,"Sombrero de Palma","Artesanias",254067,4
2025-08-17,887,"Viche","Bebida",114311,1
2025-08-17,888,"Empanada de Piangua","Comida",15252,2
2025-08-17,889,"Panuelos","Artesanias",24510,2
2025-08-17,890,"Tomaseca","Bebida",245896,3
2025-08-17,891,"Artesanias en cana","Artesanias",40620,5
2025-08-17,892,"Aborrajado","Comida",29238,5
2025-08-17,893,"Limonada de Cana","Bebida",16729,5
2025-08-17,894,"Sombrero de Palma","Artesanias",292997,1
2025-08-17,895,"Tomaseca","Bebida",134847,4
2025-08-17,896,"Panuelos","Artesanias",36005,2
2025-08-17,897,"Encocado de Camarones","Comida",25226,5
2025-08-17,898,"Encocado de Camarones","Comida",27438,3
2025-08-17,899,"Empanada de Piangua","Comida",16568,5
2025-08-17,900,"Sombrero de Palma","Artesanias",312585,4
2025-08-17,901,"Panuelos","Artesanias",58973,4
2025-08-17,902,"Tomaseca","Bebida",175881,1
2025-08-17,903,"Marranita","Comida",29395,1
2025-08-17,904,"Viche","Bebida",194014,3
2025-08-17,905,"Aborrajado","Comida",33002,5
2025-08-17,906,"Artesanias en cana","Artesanias",51763,1
2025-08-17,907,"Artesanias en cana","Artesanias",21909,1
2025-08-17,908,"Encocado de Camarones","Comida",26835,2
2025-08-17,909,"Tomaseca","Bebida",131752,4
2025-08-17,910,"Viche","Bebida",188042,3
2025-08-17,911,"Empanada de Piangua","Comida",15874,2
2025-08-17,912,"Marimba de Chonta","Artesanias",295781,1
2025-08-17,913,"Aborrajado","Comida",29995,5
2025-08-17,914,"Viche","Bebida",152659,3
2025-08-17,915,"Marimba de Chonta","Artesanias",277437,1
2025-08-17,916,"Limonada de Cana","Bebida",18117,2
2025-08-17,917,"Encocado de Camarones","Comida",27529,5
2025-08-17,918,"Marranita","Comida",35028,3
2025-08-17,919,"Empanada de Piangua","Comida",15968,1
2025-08-17,920,"Limonada de Cana","Bebida",17357,1
2025-08-17,921,"Limonada de Cana","Bebida",16006,4
2025-08-17,922,"Aborrajado","Comida",34469,2
2025-08-17,923,"Viche","Bebida",188771,2
2025-08-17,924,"Tomaseca","Bebida",227154,1
2025-08-17,925,"Encocado de Camarones","Comida",19980,4
2025-08-17,926,"Curao","Bebida",281034,1
2025-08-17,927,"Limonada de Cana","Bebida",17797,4
2025-08-17,928,"Sombrero de Palma","Artesanias",280434,2
2025-08-17,929,"Artesanias en cana","Artesanias",57619,2
2025-08-17,930,"Panuelos","Artesanias",39084,5
2025-08-17,931,"Encocado de Camarones","Comida",23907,5
2025-08-17,932,"Limonada de Cana","Bebida",18450,2
2025-08-17,933,"Aborrajado","Comida",31613,2
2025-08-17,934,"Viche","Bebida",216529,5
2025-08-17,935,"Encocado de Camarones","Comida",27052,4
2025-08-17,936,"Tomaseca","Bebida",195962,5
2025-08-17,937,"Viche","Bebida",169944,4
2025-08-17,938,"Panuelos","Artesanias",53484,1
2025-08-17,939,"Marranita","Comida",33778,4
2025-08-17,940,"Encocado de Camarones","Comida",15808,1
2025-08-17,941,"Limonada de Cana","Bebida",16229,4
2025-08-17,942,"Aborrajado","Comida",32675,2
2025-08-17,943,"Sombrero de Palma","Artesanias",300034,1
2025-08-17,944,"Curao","Bebida",256417,4
2025-08-17,945,"Encocado de Camarones","Comida",23071,3
2025-08-17,946,"Limonada de Cana","Bebida",18623,5
2025-08-17,947,"Curao","Bebida",225414,2
2025-08-17,948,"Limonada de Cana","Bebida",17655,3
2025-08-17,949,"Encocado de Camarones","Comida",17153,4
2025-08-17,950,"Marranita","Comida",35801,5
2025-08-17,951,"Tomaseca","Bebida",220582,3
2025-08-17,952,"Sombrero de Palma","Artesanias",293745,5
2025-08-17,953,"Sombrero de Palma","Artesanias",273825,2
2025-08-17,954,"Artesanias en cana","Artesanias",23150,5
2025-08-17,955,"Tomaseca","Bebida",223460,3
2025-08-17,956,"Limonada de Cana","Bebida",18334,2
2025-08-17,957,"Encocado de Camarones","Comida",16295,5
2025-08-17,958,"Empanada de Piangua","Comida",15915,1
2025-08-17,959,"Panuelos","Artesanias",25899,1
